campaign,lambda_obs,r_retained_fraction,u_useful_fraction,v_incorporation_fraction,h_exchanges_per_unit,mu_eff_capability_units_per_day,evidentiary_status
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,0.75,1000,0.01875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,0.75,10000,0.001875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,0.75,100000,0.0001875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,1.0,100,0.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,1.0,1000,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,1.0,10000,0.0025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,1.0,100000,0.00025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,0.1,100,0.05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,0.1,1000,0.005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,0.1,10000,0.0005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,0.1,100000,5e-05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,0.25,100,0.125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,0.25,1000,0.0125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,0.25,10000,0.00125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,0.25,100000,0.000125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,0.5,100,0.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,0.5,1000,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,0.5,10000,0.0025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,0.5,100000,0.00025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,0.75,100,0.375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,0.75,1000,0.0375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,0.75,10000,0.00375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,0.75,100000,0.000375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,1.0,100,0.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,1.0,1000,0.05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,1.0,10000,0.005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.5,1.0,100000,0.0005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,0.1,100,0.07500000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,0.1,1000,0.007500000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,0.1,10000,0.0007500000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,0.1,100000,7.500000000000001e-05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,0.25,100,0.1875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,0.25,1000,0.01875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,0.25,10000,0.001875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,0.25,100000,0.0001875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,0.5,100,0.375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,0.5,1000,0.0375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,0.5,10000,0.00375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,0.5,100000,0.000375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,0.75,100,0.5625000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,0.75,1000,0.05625000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,0.75,10000,0.005625000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,0.75,100000,0.0005625000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,1.0,100,0.75,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,1.0,1000,0.075,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,1.0,10000,0.0075,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.75,1.0,100000,0.00075,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,0.1,100,0.1,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,0.1,1000,0.01,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,0.1,10000,0.001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,0.1,100000,0.0001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,0.25,100,0.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,0.25,1000,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,0.25,10000,0.0025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,0.25,100000,0.00025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,0.5,100,0.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,0.5,1000,0.05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,0.5,10000,0.005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,0.5,100000,0.0005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,0.75,100,0.75,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,0.75,1000,0.075,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,0.75,10000,0.0075,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,0.75,100000,0.00075,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,1.0,100,1.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,1.0,1000,0.1,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,1.0,10000,0.01,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,1.0,1.0,100000,0.001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,0.1,100,0.05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,0.1,1000,0.005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,0.1,10000,0.0005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,0.1,100000,5e-05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,0.25,100,0.125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,0.25,1000,0.0125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,0.25,10000,0.00125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,0.25,100000,0.000125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,0.5,100,0.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,0.5,1000,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,0.5,10000,0.0025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,0.5,100000,0.00025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,0.75,100,0.375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,0.75,1000,0.0375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,0.75,10000,0.00375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,0.75,100000,0.000375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,1.0,100,0.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,1.0,1000,0.05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,1.0,10000,0.005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.1,1.0,100000,0.0005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,0.1,100,0.125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,0.1,1000,0.0125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,0.1,10000,0.00125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,0.1,100000,0.000125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,0.25,100,0.3125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,0.25,1000,0.03125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,0.25,10000,0.003125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,0.25,100000,0.0003125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,0.5,100,0.625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,0.5,1000,0.0625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,0.5,10000,0.00625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,0.5,100000,0.000625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,0.75,100,0.9375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,0.75,1000,0.09375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,0.75,10000,0.009375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,0.75,100000,0.0009375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,1.0,100,1.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,1.0,1000,0.125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,1.0,10000,0.0125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.25,1.0,100000,0.00125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,0.1,100,0.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,0.1,1000,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,0.1,10000,0.0025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,0.1,100000,0.00025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,0.25,100,0.625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,0.25,1000,0.0625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,0.25,10000,0.00625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,0.25,100000,0.000625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,0.5,100,1.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,0.5,1000,0.125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,0.5,10000,0.0125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,0.5,100000,0.00125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,0.75,100,1.875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,0.75,1000,0.1875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,0.75,10000,0.01875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,0.75,100000,0.001875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,1.0,100,2.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,1.0,1000,0.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,1.0,10000,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.5,1.0,100000,0.0025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,0.1,100,0.375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,0.1,1000,0.0375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,0.1,10000,0.00375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,0.1,100000,0.000375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,0.25,100,0.9375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,0.25,1000,0.09375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,0.25,10000,0.009375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,0.25,100000,0.0009375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,0.5,100,1.875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,0.5,1000,0.1875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,0.5,10000,0.01875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,0.5,100000,0.001875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,0.75,100,2.8125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,0.75,1000,0.28125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,0.75,10000,0.028125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,0.75,100000,0.0028125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,1.0,100,3.75,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,1.0,1000,0.375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,1.0,10000,0.0375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,0.75,1.0,100000,0.00375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,0.1,100,0.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,0.1,1000,0.05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,0.1,10000,0.005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,0.1,100000,0.0005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,0.25,100,1.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,0.25,1000,0.125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,0.25,10000,0.0125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,0.25,100000,0.00125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,0.5,100,2.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,0.5,1000,0.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,0.5,10000,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,0.5,100000,0.0025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,0.75,100,3.75,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,0.75,1000,0.375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,0.75,10000,0.0375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,0.75,100000,0.00375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,1.0,100,5.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,1.0,1000,0.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,1.0,10000,0.05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.005,1.0,1.0,100000,0.005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,0.1,100,0.1,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,0.1,1000,0.01,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,0.1,10000,0.001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,0.1,100000,0.0001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,0.25,100,0.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,0.25,1000,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,0.25,10000,0.0025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,0.25,100000,0.00025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,0.5,100,0.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,0.5,1000,0.05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,0.5,10000,0.005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,0.5,100000,0.0005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,0.75,100,0.75,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,0.75,1000,0.075,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,0.75,10000,0.0075,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,0.75,100000,0.00075,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,1.0,100,1.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,1.0,1000,0.1,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,1.0,10000,0.01,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.1,1.0,100000,0.001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,0.1,100,0.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,0.1,1000,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,0.1,10000,0.0025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,0.1,100000,0.00025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,0.25,100,0.625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,0.25,1000,0.0625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,0.25,10000,0.00625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,0.25,100000,0.000625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,0.5,100,1.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,0.5,1000,0.125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,0.5,10000,0.0125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,0.5,100000,0.00125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,0.75,100,1.875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,0.75,1000,0.1875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,0.75,10000,0.01875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,0.75,100000,0.001875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,1.0,100,2.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,1.0,1000,0.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,1.0,10000,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.25,1.0,100000,0.0025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,0.1,100,0.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,0.1,1000,0.05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,0.1,10000,0.005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,0.1,100000,0.0005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,0.25,100,1.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,0.25,1000,0.125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,0.25,10000,0.0125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,0.25,100000,0.00125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,0.5,100,2.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,0.5,1000,0.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,0.5,10000,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,0.5,100000,0.0025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,0.75,100,3.75,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,0.75,1000,0.375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,0.75,10000,0.0375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,0.75,100000,0.00375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,1.0,100,5.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,1.0,1000,0.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,1.0,10000,0.05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.5,1.0,100000,0.005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,0.1,100,0.75,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,0.1,1000,0.075,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,0.1,10000,0.0075,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,0.1,100000,0.00075,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,0.25,100,1.875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,0.25,1000,0.1875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,0.25,10000,0.01875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,0.25,100000,0.001875,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,0.5,100,3.75,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,0.5,1000,0.375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,0.5,10000,0.0375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,0.5,100000,0.00375,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,0.75,100,5.625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,0.75,1000,0.5625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,0.75,10000,0.05625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,0.75,100000,0.005625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,1.0,100,7.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,1.0,1000,0.75,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,1.0,10000,0.075,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,0.75,1.0,100000,0.0075,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,0.1,100,1.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,0.1,1000,0.1,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,0.1,10000,0.01,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,0.1,100000,0.001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,0.25,100,2.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,0.25,1000,0.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,0.25,10000,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,0.25,100000,0.0025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,0.5,100,5.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,0.5,1000,0.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,0.5,10000,0.05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,0.5,100000,0.005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,0.75,100,7.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,0.75,1000,0.75,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,0.75,10000,0.075,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,0.75,100000,0.0075,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,1.0,100,10.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,1.0,1000,1.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,1.0,10000,0.1,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.01,1.0,1.0,100000,0.01,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,0.1,100,0.5000000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,0.1,1000,0.05000000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,0.1,10000,0.005000000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,0.1,100000,0.0005000000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,0.25,100,1.2500000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,0.25,1000,0.12500000000000003,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,0.25,10000,0.012500000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,0.25,100000,0.0012500000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,0.5,100,2.5000000000000004,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,0.5,1000,0.25000000000000006,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,0.5,10000,0.025000000000000005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,0.5,100000,0.0025000000000000005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,0.75,100,3.7500000000000004,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,0.75,1000,0.37500000000000006,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,0.75,10000,0.037500000000000006,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,0.75,100000,0.0037500000000000007,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,1.0,100,5.000000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,1.0,1000,0.5000000000000001,scenario
